UNIXTIME,DATE,TIME,RADIATION,TEMPERATURE,PRESSURE,HUMIDITY,WINDDIRECTION,SPEED,TIMESUNRISE,TIMESUNSET
1475056524,09-27-2016,23:55:24,123.0,49.0,30.375,89.0,178.36,45.0,06:13:00,18:15:00
1475056220,09-27-2016,23:50:20,123.0,49.0,30.341,90.0,177.36,45.0,06:13:00,18:15:00
1475055924,09-27-2016,23:45:24,123.0,49.0,30.344,90.0,178.04,45.0,06:13:00,18:15:00
1475055624,09-27-2016,23:40:24,289.58,49.0,30.433,90.0,176.62,45.0,06:13:00,18:15:00
1475055019,09-27-2016,23:30:19,122.0,49.0,30.327,89.0,180.47,45.0,06:13:00,18:13:00
1475054724,09-27-2016,23:25:24,123.0,50.0,30.38,89.0,169.69,45.0,06:13:00,18:15:00
1475054423,09-27-2016,23:20:23,122.0,50.0,30.459,89.0,174.97,33.7,06:13:00,18:15:00
1475054118,09-27-2016,23:15:18,127.0,50.0,30.439,89.0,167.05,45.0,06:13:00,18:15:00
1475053819,09-27-2016,23:10:19,130.0,50.0,30.426,88.0,159.49,22.5,06:13:00,18:15:00
1475053524,09-27-2016,23:05:24,128.0,50.0,30.491,88.0,166.48,45.0,06:13:00,18:15:00
1475053221,09-27-2016,23:00:21,124.0,50.0,30.384,88.0,164.35,18.73,06:13:00,18:15:00
1475052921,09-27-2016,22:55:21,129.0,50.0,30.546,68.8,167.11,45.0,06:13:00,18:15:00
1475052627,09-27-2016,22:50:27,123.0,50.0,30.494,89.0,178.27,6.75,06:13:00,18:15:00
1475052326,09-27-2016,22:45:26,125.0,50.0,30.42,89.0,179.76,45.0,06:13:00,18:15:00
1475052027,09-27-2016,22:40:27,128.0,50.0,30.351,68.8,187.54,6.75,06:13:00,18:15:00
1475051720,09-27-2016,22:35:20,126.0,50.0,30.291,90.0,176.06,7.87,06:13:00,18:15:00
1475051419,09-27-2016,22:30:19,126.0,50.0,30.386,91.0,181.79,5.62,06:13:00,18:15:00
1475051123,09-27-2016,22:25:23,289.58,50.0,30.435,91.0,182.98,5.62,06:13:00,18:13:00
1475050821,09-27-2016,22:20:21,128.0,50.0,30.397,92.0,184.99,5.62,06:13:00,18:13:00
1475050522,09-27-2016,22:15:22,126.0,50.0,30.409,68.8,180.08,5.62,06:13:00,18:15:00
1475050223,09-27-2016,22:10:23,128.0,50.0,30.427,91.0,178.12,5.62,06:13:00,18:15:00
1475049922,09-27-2016,22:05:22,128.0,50.0,30.343,92.0,179.16,33.7,06:13:00,18:15:00
1475049622,09-27-2016,22:00:22,126.0,50.0,30.489,91.0,178.94,33.7,06:13:00,18:15:00
1475049320,09-27-2016,21:55:20,124.0,50.0,30.415,91.0,178.47,5.62,06:13:00,18:15:00
1475049019,09-27-2016,21:50:19,128.0,50.0,30.476,91.0,175.26,45.0,06:13:00,18:15:00
1475048722,09-27-2016,21:45:22,125.0,51.0,30.398,92.0,179.89,5.62,06:13:00,18:15:00
1475048424,09-27-2016,21:40:24,130.0,51.0,30.485,93.0,179.58,45.0,06:13:00,18:13:00
1475048120,09-27-2016,21:35:20,126.0,51.0,30.412,93.0,179.65,5.62,06:13:00,18:15:00
1475047823,09-27-2016,21:30:23,126.0,50.0,30.383,94.0,180.05,5.62,06:13:00,18:15:00
1475047522,09-27-2016,21:25:22,124.0,50.0,30.397,94.0,181.01,7.87,06:13:00,18:15:00
1475047219,09-27-2016,21:20:19,289.58,50.0,30.402,95.0,175.15,6.75,06:13:00,18:15:00
1475046919,09-27-2016,21:15:19,129.0,50.0,30.438,95.0,170.13,45.0,06:13:00,18:15:00
1475046621,09-27-2016,21:10:21,128.0,50.0,30.516,68.8,171.48,45.0,06:13:00,18:15:00
1475046321,09-27-2016,21:05:21,125.0,50.0,30.449,94.0,164.25,33.7,06:13:00,18:15:00
1475046019,09-27-2016,21:00:19,126.0,50.0,30.42,94.0,164.22,45.0,06:13:00,18:15:00
1475045724,09-27-2016,20:55:24,127.0,51.0,30.501,94.0,161.59,18.73,06:13:00,18:15:00
1475045420,09-27-2016,20:50:20,127.0,51.0,30.374,95.0,161.59,33.7,06:13:00,18:15:00
1475045119,09-27-2016,20:45:19,128.0,51.0,30.474,95.0,161.59,33.7,06:13:00,18:15:00
1475044820,09-27-2016,20:40:20,127.0,51.0,30.363,95.0,157.74,33.7,06:13:00,18:15:00
1475044521,09-27-2016,20:35:21,128.0,54.4,30.328,95.0,157.7,33.7,06:13:00,18:15:00
1475044224,09-27-2016,20:30:24,127.0,51.0,30.441,95.0,157.73,33.7,06:13:00,18:13:00
1475043919,09-27-2016,20:25:19,127.0,51.0,30.406,95.0,181.5,22.5,06:13:00,18:15:00
1475043619,09-27-2016,20:20:19,127.0,51.0,30.385,95.0,181.51,33.7,06:13:00,18:15:00
1475043319,09-27-2016,20:15:19,127.0,51.0,30.398,94.0,181.56,22.5,06:13:00,18:15:00
1475043019,09-27-2016,20:10:19,127.0,54.4,30.424,94.0,181.55,22.5,06:13:00,18:13:00
1475042723,09-27-2016,20:05:23,128.0,52.0,30.363,93.0,181.56,33.7,06:13:00,18:15:00
1475042422,09-27-2016,20:00:22,129.0,52.0,30.433,94.0,182.23,33.7,06:13:00,18:15:00
1475042123,09-27-2016,19:55:23,129.0,52.0,30.421,96.0,182.99,11.2,06:13:00,18:15:00
1475041823,09-27-2016,19:50:23,289.58,52.0,30.314,97.0,183.01,11.2,06:13:00,18:15:00
1475041524,09-27-2016,19:45:24,125.0,52.0,30.383,96.0,183.01,11.2,06:13:00,18:15:00
1475041219,09-27-2016,19:40:19,289.58,52.0,30.445,96.0,183.01,11.2,06:13:00,18:15:00
1475040921,09-27-2016,19:35:21,130.0,54.4,30.391,96.0,183.02,22.5,06:13:00,18:15:00
1475040623,09-27-2016,19:30:23,128.0,52.0,30.397,68.8,183.01,22.5,06:13:00,18:15:00
1475040322,09-27-2016,19:25:22,126.0,52.0,30.27,96.0,183.01,33.7,06:13:00,18:13:00
1475040019,09-27-2016,19:20:19,130.0,52.0,30.45,95.0,183.01,11.2,06:13:00,18:15:00
1475039720,09-27-2016,19:15:20,127.0,54.4,30.348,95.0,183.01,22.5,06:13:00,18:15:00
1475039425,09-27-2016,19:10:25,125.0,52.0,30.42280884353741,95.0,183.01,22.5,06:13:00,18:15:00
1475039125,09-27-2016,19:05:25,130.0,53.0,30.45,95.0,183.01,22.5,06:13:00,18:15:00
1475038823,09-27-2016,19:00:23,129.0,53.0,30.33,95.0,183.01,45.0,06:13:00,18:15:00
1475038521,09-27-2016,18:55:21,126.0,53.0,30.469,94.0,178.45,18.73,06:13:00,18:15:00
1475038226,09-27-2016,18:50:26,129.0,53.0,30.358,94.0,41.5,22.5,06:13:00,18:15:00
1475037918,09-27-2016,18:45:18,123.0,53.0,30.32,94.0,41.5,22.5,06:13:00,18:15:00
1475037619,09-27-2016,18:40:19,127.0,54.0,30.363,94.0,41.5,22.5,06:13:00,18:15:00
1475037319,09-27-2016,18:35:19,289.58,54.0,30.263,94.0,41.5,11.2,06:13:00,18:15:00
1475037024,09-27-2016,18:30:24,129.0,54.0,30.413,68.8,41.5,10.0,06:13:00,18:15:00
1475036722,09-27-2016,18:25:22,155.0,55.0,30.47,94.0,41.52,22.5,06:13:00,18:15:00
1475036422,09-27-2016,18:20:22,278.0,55.0,30.467,93.0,39.77,10.0,06:13:00,18:15:00
1475036120,09-27-2016,18:15:20,463.0,55.0,30.404,93.0,39.77,11.2,06:13:00,18:15:00
1475035826,09-27-2016,18:10:26,647.0,55.0,30.333,93.0,39.77,10.0,06:13:00,18:15:00
1475035521,09-27-2016,18:05:21,845.0,56.0,30.367,68.8,28.99,33.7,06:13:00,18:15:00
1475035220,09-27-2016,18:00:20,289.58,56.0,30.375,68.8,11.71,33.7,06:13:00,18:15:00
1475034919,09-27-2016,17:55:19,131.1,56.0,30.419,87.0,20.66,11.2,06:13:00,18:15:00
1475034619,09-27-2016,17:50:19,160.6,56.0,30.347,87.0,20.65,33.7,06:13:00,18:15:00
1475034321,09-27-2016,17:45:21,199.5,56.0,30.362,68.8,34.36,11.2,06:13:00,18:15:00
1475034021,09-27-2016,17:40:21,289.58,57.0,30.39,87.0,35.69,11.2,06:13:00,18:15:00
1475033724,09-27-2016,17:35:24,415.5,57.0,30.371,86.0,10.57,22.5,06:13:00,18:15:00
1475033421,09-27-2016,17:30:21,434.2,57.0,30.342,68.8,40.93,11.2,06:13:00,18:15:00
1475033120,09-27-2016,17:25:20,289.58,57.0,30.418,68.8,41.78,11.2,06:13:00,18:15:00
1475032821,09-27-2016,17:20:21,571.7,57.0,30.33,87.0,52.25,22.5,06:13:00,18:15:00
1475032524,09-27-2016,17:15:24,666.5,57.0,30.399,88.0,59.48,11.2,06:13:00,18:15:00
1475032222,09-27-2016,17:10:22,789.1,57.0,30.362,88.0,13.05,18.73,06:13:00,18:15:00
1475031921,09-27-2016,17:05:21,730.9,57.0,30.341,88.0,61.05,45.0,06:13:00,18:13:00
1475031620,09-27-2016,17:00:20,327.03,57.0,30.345,88.0,28.4,6.75,06:13:00,18:15:00
1475031320,09-27-2016,16:55:20,199.98,57.0,30.38,88.0,51.31,33.7,06:13:00,18:15:00
1475031020,09-27-2016,16:50:20,117.33,57.0,30.39,88.0,351.83,22.5,06:13:00,18:15:00
1475030720,09-27-2016,16:45:20,109.73,57.0,30.354,87.0,25.03,33.7,06:13:00,18:15:00
1475030422,09-27-2016,16:40:22,939.0,58.0,30.35,87.0,34.25,22.5,06:13:00,18:15:00
1475030123,09-27-2016,16:35:23,147.89,58.0,30.373,87.0,16.25,45.0,06:13:00,18:15:00
1475029820,09-27-2016,16:30:20,179.72,57.0,30.358,87.0,26.77,22.5,06:13:00,18:15:00
1475029519,09-27-2016,16:25:19,151.32,58.0,30.373,87.0,6.76,5.62,06:13:00,18:15:00
1475029222,09-27-2016,16:20:22,136.84,58.0,30.409,68.8,32.98,6.75,06:13:00,18:13:00
1475028924,09-27-2016,16:15:24,137.98,58.0,30.372,86.0,14.19,22.5,06:13:00,18:15:00
1475028625,09-27-2016,16:10:25,175.03,58.0,30.37,85.0,23.900000000000002,6.75,06:13:00,18:15:00
1475028321,09-27-2016,16:05:21,117.54,58.0,30.365,85.0,1.1,6.75,06:13:00,18:15:00
1475028026,09-27-2016,16:00:26,289.58,59.0,30.319,85.0,1.7000000000000002,22.5,06:13:00,18:15:00
1475027724,09-27-2016,15:55:24,205.58,60.0,30.351,82.0,1.1,6.75,06:13:00,18:13:00
1475027422,09-27-2016,15:50:22,256.17,59.0,30.335,79.0,350.24,11.2,06:13:00,18:15:00
1475027118,09-27-2016,15:45:18,516.02,59.0,30.394,80.0,60.96,6.75,06:13:00,18:15:00
1475026822,09-27-2016,15:40:22,212.47,59.0,30.357,82.0,24.93,11.2,06:13:00,18:15:00
1475026518,09-27-2016,15:35:18,289.58,59.0,30.407,82.0,31.94,5.62,06:13:00,18:15:00
1475026225,09-27-2016,15:30:25,379.81,59.0,30.307,68.8,5.699999999999999,11.2,06:13:00,18:15:00
1475025921,09-27-2016,15:25:21,223.31,59.0,30.435,83.0,34.47,45.0,06:13:00,18:15:00
1475025620,09-27-2016,15:20:20,223.77,59.0,30.432,83.0,353.64,6.75,06:13:00,18:15:00
1475025322,09-27-2016,15:15:22,289.58,54.4,30.345,83.0,26.51,33.7,06:13:00,18:15:00
1475025024,09-27-2016,15:10:24,229.12,59.0,30.348,81.0,30.97,6.75,06:13:00,18:13:00
1475024720,09-27-2016,15:05:20,258.49,60.0,30.372,81.0,1.0,5.62,06:13:00,18:15:00
1475024421,09-27-2016,15:00:21,264.75,61.0,30.43,79.0,32.34,6.75,06:13:00,18:15:00
1475024123,09-27-2016,14:55:23,932.34,61.0,30.409,80.0,6.88,5.62,06:13:00,18:15:00
1475023820,09-27-2016,14:50:20,989.25,60.0,30.316,83.0,44.18,7.87,06:13:00,18:15:00
1475023519,09-27-2016,14:45:19,642.65,60.0,30.433,82.0,359.93,45.0,06:13:00,18:15:00
1475023222,09-27-2016,14:40:22,507.41,61.0,30.322,68.8,348.15,7.87,06:13:00,18:15:00
1475022920,09-27-2016,14:35:20,268.03,61.0,30.428,78.0,27.95,33.7,06:13:00,18:13:00
1475022623,09-27-2016,14:30:23,751.04,61.0,30.442,77.0,31.14,45.0,06:13:00,18:15:00
1475022321,09-27-2016,14:25:21,375.39,61.0,30.357,77.0,26.33,6.75,06:13:00,18:15:00
1475022021,09-27-2016,14:20:21,289.58,60.0,30.356,77.0,22.74,6.75,06:13:00,18:15:00
1475021720,09-27-2016,14:15:20,284.26,60.0,30.32,74.0,23.78,22.5,06:13:00,18:15:00
1475021424,09-27-2016,14:10:24,622.42,60.0,30.306,75.0,46.1,5.62,06:13:00,18:15:00
1475021122,09-27-2016,14:05:22,10.21,60.0,30.392,77.0,12.35,45.0,06:13:00,18:15:00
1475020820,09-27-2016,14:00:20,330.28,60.0,30.445,77.0,45.28,5.62,06:13:00,18:15:00
1475020520,09-27-2016,13:55:20,325.24,59.0,30.362,78.0,28.5,33.7,06:13:00,18:13:00
1475020219,09-27-2016,13:50:19,31.17,59.0,30.32,81.0,1.1,45.0,06:13:00,18:15:00
1475019923,09-27-2016,13:45:23,306.01,59.0,30.422,81.0,19.28,45.0,06:13:00,18:15:00
1475019627,09-27-2016,13:40:27,293.37,59.0,30.342,83.0,359.84,18.73,06:13:00,18:15:00
1475019326,09-27-2016,13:35:26,289.58,59.0,30.447,79.0,37.64,7.87,06:13:00,18:15:00
1475019019,09-27-2016,13:30:19,289.58,59.0,30.362,81.0,10.5,22.5,06:13:00,18:15:00
1475018727,09-27-2016,13:25:27,289.58,59.0,30.325,82.0,41.3,33.7,06:13:00,18:15:00
1475018421,09-27-2016,13:20:21,170.98,60.0,30.367,82.0,6.2,45.0,06:13:00,18:15:00
1475018122,09-27-2016,13:15:22,289.58,54.4,30.345,83.0,27.22,5.62,06:13:00,18:15:00
1475017827,09-27-2016,13:10:27,243.04,60.0,30.373,79.0,12.01,45.0,06:13:00,18:15:00
1475017520,09-27-2016,13:05:20,479.91,54.4,30.307,82.0,348.56,45.0,06:13:00,18:13:00
1475017218,09-27-2016,13:00:18,355.71,60.0,30.483,81.0,55.65,5.62,06:13:00,18:15:00
1475016921,09-27-2016,12:55:21,262.32,60.0,30.412,79.0,32.8,45.0,06:13:00,18:15:00
1475016622,09-27-2016,12:50:22,267.67,60.0,30.514,82.0,11.4,33.7,06:13:00,18:15:00
1475016321,09-27-2016,12:45:21,331.66,60.0,30.413,80.0,5.97,5.62,06:13:00,18:15:00
1475016021,09-27-2016,12:40:21,263.4,60.0,30.394,81.0,6.53,9.0,06:13:00,18:13:00
1475015720,09-27-2016,12:35:20,281.78,61.0,30.355,79.0,10.02,6.75,06:13:00,18:15:00
1475015419,09-27-2016,12:30:19,251.31,61.0,30.375,78.0,1.0,11.2,06:13:00,18:15:00
1475015118,09-27-2016,12:25:18,251.39,61.0,30.411,68.8,25.11,10.12,06:13:00,18:15:00
1475014822,09-27-2016,12:20:22,349.41,61.0,30.345,76.0,26.11,9.0,06:13:00,18:15:00
1475014523,09-27-2016,12:15:23,289.58,62.0,30.525,73.0,1.1,13.5,06:13:00,18:15:00
1475014221,09-27-2016,12:10:21,417.61,64.0,30.4,71.0,13.600000000000001,11.25,06:13:00,18:15:00
1475013922,09-27-2016,12:05:22,10.65,63.0,30.375,70.0,336.36,5.62,06:13:00,18:13:00
1475013625,09-27-2016,12:00:25,915.28,64.0,30.42280884353741,71.0,26.87,5.62,06:13:00,18:15:00
1475013321,09-27-2016,11:55:21,698.48,63.0,30.285,68.8,22.55,5.62,06:13:00,18:15:00
1475013021,09-27-2016,11:50:21,718.25,63.0,30.483,70.0,127.34,45.0,06:13:00,18:15:00
1475012725,09-27-2016,11:45:25,289.58,63.0,30.45,71.0,348.92,18.73,06:13:00,18:15:00
1475012428,09-27-2016,11:40:28,840.65,63.0,30.446,69.0,65.38,11.2,06:13:00,18:15:00
1475012124,09-27-2016,11:35:24,289.58,63.0,30.396,69.0,13.13,9.0,06:13:00,18:15:00
1475011822,09-27-2016,11:30:22,289.58,62.0,30.352,70.0,351.19,5.62,06:13:00,18:15:00
1475011521,09-27-2016,11:25:21,11.48,62.0,30.424,68.8,83.55,6.75,06:13:00,18:15:00
1475011222,09-27-2016,11:20:22,669.1,63.0,30.381,67.0,336.46,6.75,06:13:00,18:15:00
1475010927,09-27-2016,11:15:27,11.36,63.0,30.38,71.0,36.78,7.87,06:13:00,18:15:00
1475010625,09-27-2016,11:10:25,289.58,63.0,30.41,68.0,34.35,33.7,06:13:00,18:15:00
1475010321,09-27-2016,11:05:21,11.48,62.0,30.374,68.8,19.41,22.5,06:13:00,18:15:00
1475010029,09-27-2016,11:00:29,11.46,62.0,30.436,70.0,31.76,45.0,06:13:00,18:15:00
1475009722,09-27-2016,10:55:22,289.58,62.0,30.47,66.0,53.89,6.75,06:13:00,18:13:00
1475009421,09-27-2016,10:50:21,559.83,62.0,30.435,67.0,45.08,45.0,06:13:00,18:15:00
1475009119,09-27-2016,10:45:19,10.42,61.0,30.515,71.0,44.53,7.87,06:13:00,18:15:00
1475008821,09-27-2016,10:40:21,10.09,60.0,30.425,71.0,1.1,45.0,06:13:00,18:15:00
1475008521,09-27-2016,10:35:21,940.05,60.0,30.477,70.0,3.5999999999999996,6.75,06:13:00,18:15:00
1475008221,09-27-2016,10:30:21,920.85,60.0,30.487,69.0,6.4,33.7,06:13:00,18:15:00
1475007922,09-27-2016,10:25:22,905.51,60.0,30.364,68.8,16.93,33.7,06:13:00,18:15:00
1475007621,09-27-2016,10:20:21,894.08,59.0,30.42280884353741,70.0,1.1,18.73,06:13:00,18:15:00
1475007020,09-27-2016,10:10:20,875.37,60.0,30.373,69.0,17.98,5.62,06:13:00,18:15:00
1475006721,09-27-2016,10:05:21,289.58,60.0,30.429,70.0,324.63,33.7,06:13:00,18:15:00
1475006420,09-27-2016,10:00:20,846.5,60.0,30.367,71.0,21.06,45.0,06:13:00,18:15:00
1475006120,09-27-2016,09:55:20,832.09,59.0,30.425,71.0,23.17,45.0,06:13:00,18:15:00
1475005823,09-27-2016,09:50:23,818.39,59.0,30.331,70.0,28.34,45.0,06:13:00,18:15:00
1475005520,09-27-2016,09:45:20,804.03,54.4,30.433,68.8,34.6,22.5,06:13:00,18:15:00
1475005220,09-27-2016,09:40:20,789.78,59.0,30.359,76.0,1.1,5.62,06:13:00,18:15:00
1475004922,09-27-2016,09:35:22,775.25,59.0,30.411,78.0,9.12,5.62,06:13:00,18:15:00
1475004621,09-27-2016,09:30:21,762.13,59.0,30.438,78.0,37.4,5.62,06:13:00,18:15:00
1475004321,09-27-2016,09:25:21,746.41,60.0,30.375,78.0,10.93,5.62,06:13:00,18:15:00
1475004019,09-27-2016,09:20:19,289.58,60.0,30.387,73.0,30.69,18.73,06:13:00,18:15:00
1475003722,09-27-2016,09:15:22,714.11,59.0,30.403,72.0,1.2,6.75,06:13:00,18:15:00
1475003418,09-27-2016,09:10:18,289.58,59.0,30.359,76.0,9.41,45.0,06:13:00,18:15:00
1475003122,09-27-2016,09:05:22,679.58,58.0,30.42280884353741,79.0,30.46,45.0,06:13:00,18:13:00
1475002824,09-27-2016,09:00:24,661.91,58.0,30.438,79.0,11.8,45.0,06:13:00,18:15:00
1475002525,09-27-2016,08:55:25,644.63,58.0,30.372,79.0,14.39,22.5,06:13:00,18:15:00
1475002219,09-27-2016,08:50:19,289.58,58.0,30.363,78.0,1.9,45.0,06:13:00,18:15:00
1475001925,09-27-2016,08:45:25,608.33,58.0,30.326,78.0,36.04,45.0,06:13:00,18:15:00
1475001622,09-27-2016,08:40:22,589.97,58.0,30.321,81.0,9.58,33.7,06:13:00,18:15:00
1475001321,09-27-2016,08:35:21,570.94,59.0,30.413,76.0,56.26,5.62,06:13:00,18:13:00
1475001021,09-27-2016,08:30:21,551.96,59.0,30.279,67.0,33.5,6.75,06:13:00,18:15:00
1475000723,09-27-2016,08:25:23,532.48,59.0,30.514,65.0,60.54,11.2,06:13:00,18:15:00
1475000427,09-27-2016,08:20:27,289.58,58.0,30.434,67.0,50.13,10.0,06:13:00,18:15:00
1475000124,09-27-2016,08:15:24,492.85,57.0,30.343,68.8,31.17,22.5,06:13:00,18:15:00
1474999827,09-27-2016,08:10:27,472.36,57.0,30.461,74.0,104.99,22.5,06:13:00,18:15:00
1474999520,09-27-2016,08:05:20,451.12,56.0,30.318,79.0,97.78,11.2,06:13:00,18:15:00
1474999220,09-27-2016,08:00:20,430.18,55.0,30.352,81.0,54.01,45.0,06:13:00,18:15:00
1474998919,09-27-2016,07:55:19,409.64,54.0,30.407,83.0,43.27,45.0,06:13:00,18:15:00
1474998622,09-27-2016,07:50:22,388.16,52.0,30.35,88.0,124.56,22.5,06:13:00,18:15:00
1474998320,09-27-2016,07:45:20,366.43,50.0,30.419,93.0,160.38,5.62,06:13:00,18:15:00
1474998023,09-27-2016,07:40:23,345.42,49.0,30.387,97.0,146.08,7.87,06:13:00,18:15:00
1474997722,09-27-2016,07:35:22,32.38,49.0,30.38,97.0,157.65,7.87,06:13:00,18:15:00
1474997419,09-27-2016,07:30:19,299.86,48.0,30.372,68.8,157.57,10.12,06:13:00,18:15:00
1474997123,09-27-2016,07:25:23,198.71,48.0,30.308,97.0,152.08,18.73,06:13:00,18:15:00
1474996824,09-27-2016,07:20:24,21.0,48.0,30.383,95.0,125.84,7.87,06:13:00,18:13:00
1474996520,09-27-2016,07:15:20,122.09,48.0,30.401,94.0,90.79,33.7,06:13:00,18:15:00
1474996223,09-27-2016,07:10:23,17.07,48.0,30.41,68.8,36.45,9.0,06:13:00,18:15:00
1474995922,09-27-2016,07:05:22,224.3,47.0,30.413,85.0,182.84,22.5,06:13:00,18:15:00
1474995620,09-27-2016,07:00:20,208.6,47.0,30.446,83.0,184.96,45.0,06:13:00,18:15:00
1474995319,09-27-2016,06:55:19,198.8,47.0,30.415,83.0,166.88,33.7,06:13:00,18:15:00
1474995019,09-27-2016,06:50:19,189.9,47.0,30.396,82.0,154.86,22.5,06:13:00,18:15:00
1474994720,09-27-2016,06:45:20,179.5,47.0,30.359,82.0,154.32,22.5,06:13:00,18:15:00
1474994424,09-27-2016,06:40:24,289.58,47.0,30.375,82.0,161.32,22.5,06:13:00,18:15:00
1474994123,09-27-2016,06:35:23,154.2,46.0,30.342,83.0,161.57,22.5,06:13:00,18:15:00
1474993818,09-27-2016,06:30:18,139.6,46.0,30.367,85.0,172.0,5.62,06:13:00,18:15:00
1474993523,09-27-2016,06:25:23,116.4,46.0,30.372,83.0,180.14,6.75,06:13:00,18:15:00
1474993221,09-27-2016,06:20:21,972.0,46.0,30.389,81.0,174.75,9.0,06:13:00,18:15:00
1474992921,09-27-2016,06:15:21,726.0,46.0,30.375,80.0,181.3,18.73,06:13:00,18:15:00
1474992622,09-27-2016,06:10:22,586.0,46.0,30.464,68.8,181.3,33.7,06:13:00,18:15:00
1474992320,09-27-2016,06:05:20,298.0,54.4,30.391,79.0,179.55,45.0,06:13:00,18:15:00
1474992020,09-27-2016,06:00:20,162.0,46.0,30.415,78.0,191.03,33.7,06:13:00,18:15:00
1474991723,09-27-2016,05:55:23,289.58,46.0,30.37,79.0,193.75,45.0,06:13:00,18:13:00
1474991422,09-27-2016,05:50:22,289.58,46.0,30.387,78.0,197.88,5.62,06:13:00,18:13:00
1474991122,09-27-2016,05:45:22,289.58,46.0,30.352,78.0,200.47,45.0,06:13:00,18:13:00
1474990824,09-27-2016,05:40:24,124.0,47.0,30.466,81.0,200.49,5.62,06:13:00,18:15:00
1474990521,09-27-2016,05:35:21,121.0,47.0,30.496,83.0,196.22,5.62,06:13:00,18:15:00
1474990221,09-27-2016,05:30:21,289.58,47.0,30.361,68.8,201.36,45.0,06:13:00,18:15:00
1474989923,09-27-2016,05:25:23,126.0,47.0,30.307,84.0,201.36,33.7,06:13:00,18:15:00
1474989619,09-27-2016,05:20:19,118.0,47.0,30.348,82.0,201.34,45.0,06:13:00,18:15:00
1474989322,09-27-2016,05:15:22,123.0,48.0,30.358,80.0,223.56,18.73,06:13:00,18:13:00
1474989021,09-27-2016,05:10:21,289.58,48.0,30.33,68.8,210.68,5.62,06:13:00,18:15:00
1474988724,09-27-2016,05:05:24,119.0,48.0,30.37,80.0,223.45,11.25,06:13:00,18:15:00
1474988419,09-27-2016,05:00:19,124.0,54.4,30.312,82.0,206.91,45.0,06:13:00,18:15:00
1474988121,09-27-2016,04:55:21,123.0,48.0,30.37,88.0,176.9,5.62,06:13:00,18:15:00
1474987820,09-27-2016,04:50:20,121.0,48.0,30.377,68.8,169.55,5.62,06:13:00,18:15:00
1474987522,09-27-2016,04:45:22,124.0,54.4,30.415,92.0,164.62,6.75,06:13:00,18:15:00
1474987221,09-27-2016,04:40:21,289.58,48.0,30.408,92.0,178.25,7.87,06:13:00,18:15:00
1474986925,09-27-2016,04:35:25,121.0,48.0,30.307,91.0,172.88,7.87,06:13:00,18:15:00
1474986618,09-27-2016,04:30:18,289.58,47.0,30.416,68.8,188.92,6.75,06:13:00,18:15:00
1474986321,09-27-2016,04:25:21,118.0,47.0,30.342,87.0,178.79,10.12,06:13:00,18:15:00
1474986018,09-27-2016,04:20:18,124.0,47.0,30.336,79.0,189.61,7.87,06:13:00,18:15:00
1474985720,09-27-2016,04:15:20,122.0,47.0,30.327,74.0,179.69,7.87,06:13:00,18:15:00
1474985423,09-27-2016,04:10:23,122.0,47.0,30.355,73.0,184.99,7.87,06:13:00,18:15:00
1474985123,09-27-2016,04:05:23,122.0,46.0,30.431,74.0,189.53,6.75,06:13:00,18:15:00
1474984819,09-27-2016,04:00:19,289.58,46.0,30.39,75.0,197.99,10.12,06:13:00,18:15:00
1474984520,09-27-2016,03:55:20,123.0,46.0,30.354,75.0,195.86,9.0,06:13:00,18:15:00
1474984219,09-27-2016,03:50:19,289.58,47.0,30.341,74.0,197.82,7.87,06:13:00,18:13:00
1474983918,09-27-2016,03:45:18,123.0,47.0,30.38,68.8,191.53,5.62,06:13:00,18:15:00
1474983619,09-27-2016,03:40:19,122.0,46.0,30.454,72.0,197.52,45.0,06:13:00,18:13:00
1474983320,09-27-2016,03:35:20,122.0,46.0,30.317,74.0,184.84,45.0,06:13:00,18:13:00
1474983021,09-27-2016,03:30:21,120.0,46.0,30.42280884353741,73.0,188.07,33.7,06:13:00,18:15:00
1474982723,09-27-2016,03:25:23,120.0,46.0,30.27,68.8,172.03,7.87,06:13:00,18:15:00
1474982421,09-27-2016,03:20:21,123.0,46.0,30.281,74.0,173.97,45.0,06:13:00,18:15:00
1474982122,09-27-2016,03:15:22,122.0,46.0,30.372,75.0,166.51,22.5,06:13:00,18:15:00
1474981824,09-27-2016,03:10:24,122.0,46.0,30.333,75.0,166.7,5.62,06:13:00,18:15:00
1474981519,09-27-2016,03:05:19,124.0,46.0,30.42280884353741,72.0,169.96,6.75,06:13:00,18:15:00
1474981220,09-27-2016,03:00:20,123.0,46.0,30.418,68.8,205.07,5.62,06:13:00,18:15:00
1474980920,09-27-2016,02:55:20,121.0,46.0,30.438,68.8,188.81,7.87,06:13:00,18:15:00
1474980623,09-27-2016,02:50:23,123.0,46.0,30.4,73.0,171.95,5.62,06:13:00,18:15:00
1474980322,09-27-2016,02:45:22,121.0,47.0,30.355,73.0,174.19,6.75,06:13:00,18:15:00
1474980020,09-27-2016,02:40:20,124.0,47.0,30.392,74.0,166.65,5.62,06:13:00,18:13:00
1474979721,09-27-2016,02:35:21,117.0,48.0,30.434,74.0,175.51,5.62,06:13:00,18:13:00
1474979421,09-27-2016,02:30:21,122.0,48.0,30.372,72.0,185.07,7.87,06:13:00,18:15:00
