UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1474983619,2016-09-27,03:40:19,1.22,46.0,30.454043840564317,72.0,197.52,4.5,06:13:00,18:13:00
1474983320,09-27-2016,03:35:20,1.22,46.0,30.316816452335257,74.0,184.84,4.5,06:13:00,18:13:00
1474983021,09-27-2016,03:30:21,1.2,46.0,,730.0,188.07,3.37,06:13:00,18:15:00
1474982723,27/09/2016,03:25:23,1.2,46.0,30.270043923120756,,172.03,7.87,06:13:00,18:15:00
1474982421,2016-09-27,03:20:21,1.23,46.0,30.2805622474147,74.0,173.97,4.5,06:13:00,18:15:00
1474982122,2016-09-27,03:15:22,1.22,46.0,30.372038673290948,75.0,166.51,2.25,06:13:00,18:15:00
1474981824,2016-09-27,03:10:24,1.22,46.0,30.333421533240767,75.0,166.7,5.62,06:13:00,18:15:00
1474981519,09-27-2016,03:05:19,1.24,46.0,,72.0,169.96,6.75,06:13:00,18:15:00
1474981220,27/09/2016,03:00:20,1.23,46.0,30.417558861487773,,205.07,5.62,06:13:00,18:15:00
1474980920,09-27-2016,02:55:20,1.21,46.0,30.437627676684645,,188.81,7.87,06:13:00,18:15:00
1474980623,27/09/2016,02:50:23,1.23,46.0,30.399803489299124,73.0,171.95,5.62,06:13:00,18:15:00
1474980322,27/09/2016,02:45:22,1.21,47.0,30.35513704180383,73.0,174.19,6.75,06:13:00,18:15:00
1474980020,27/09/2016,02:40:20,1.24,47.0,30.39168471912389,74.0,166.65,5.62,06:13:00,18:13:00
1474979721,09-27-2016,02:35:21,1.17,48.0,30.433507297472833,74.0,175.51,5.62,06:13:00,18:13:00
1474979421,09-27-2016,02:30:21,1.22,48.0,30.37201576636938,72.0,185.07,7.87,06:13:00,18:15:00
1474979121,2016-09-27,02:25:21,,48.0,30.4239915188335,75.0,181.16,10.12,06:13:00,18:15:00
1474978819,27/09/2016,02:20:19,1.22,48.0,30.299624256396804,81.0,184.98,5.62,06:13:00,18:15:00
1474978525,09-27-2016,02:15:25,1.24,48.0,30.31150643350037,84.0,175.26,9.0,06:13:00,18:15:00
1474978222,27/09/2016,02:10:22,1.25,48.0,30.401736552609048,84.0,175.33,4.5,06:13:00,18:15:00
1474977923,2016-09-27,02:05:23,1.21,48.0,30.372374668010327,84.0,176.7,6.75,06:13:00,18:15:00
1474977622,09-27-2016,02:00:22,1.23,48.0,30.36130102130495,,124.0,7.87,06:13:00,18:15:00
1474977320,27/09/2016,01:55:20,,48.0,30.326497607180382,83.0,163.14,3.37,06:13:00,18:15:00
1474977022,27/09/2016,01:50:22,1.21,47.0,30.43263453183081,,178.18,7.87,06:13:00,18:15:00
1474976720,2016-09-27,01:45:20,,47.0,30.342877858428643,,172.67,7.87,06:13:00,18:15:00
1474976422,09-27-2016,01:40:22,1.23,47.0,30.314240028369095,82.0,148.2,6.75,06:13:00,18:15:00
1474976122,2016-09-27,01:35:22,1.19,48.0,30.391458078725282,83.0,194.22,6.75,06:13:00,18:15:00
1474975822,09-27-2016,01:30:22,12.0,47.0,30.267701420226132,82.0,194.72,,06:13:00,18:15:00
1474975518,09-27-2016,01:25:18,1.22,47.0,30.254162151711316,81.0,197.39,9.0,06:13:00,18:15:00
1474975221,27/09/2016,01:20:21,1.26,,30.2937728220695,80.0,185.16,5.62,06:13:00,18:15:00
1474974925,2016-09-27,01:15:25,1.23,47.0,30.4334657865691,76.0,169.69,5.62,06:13:00,18:15:00
1474974625,09-27-2016,01:10:25,1.21,47.0,30.327209838391507,75.0,176.66,6.75,06:13:00,18:15:00
1474973724,27/09/2016,00:55:24,1.21,,30.37482160255659,77.0,178.51,3.37,06:13:00,18:15:00
1474973424,27/09/2016,00:50:24,1.23,46.0,30.29805090755605,78.0,182.8,3.37,06:13:00,18:15:00
1474973119,2016-09-27,00:45:19,,46.0,30.327883324449335,79.0,172.2,3.37,06:13:00,18:15:00
1474972821,27/09/2016,00:40:21,1.23,46.0,30.399647393664104,79.0,182.66,5.62,06:13:00,18:15:00
1474972520,09-27-2016,00:35:20,1.21,46.0,30.441820725333066,78.0,173.85,2.25,06:13:00,18:15:00
1474972223,09-27-2016,00:30:23,1.22,46.0,30.43061522822528,79.0,173.87,6.75,06:13:00,18:15:00
1474971920,09-27-2016,00:25:20,1.21,46.0,30.407996004476537,79.0,173.86,4.5,06:13:00,18:15:00
1474970724,27/09/2016,00:05:24,,46.0,30.348948651242594,79.0,175.68,4.5,06:13:00,18:15:00
1474970423,27/09/2016,00:00:23,1.2,46.0,30.314333841021686,78.0,173.8,5.62,06:13:00,18:15:00
1474970126,09-26-2016,23:55:26,1.23,46.0,30.42728965139507,,170.77,4.5,06:12:00,18:15:00
1474969821,2016-09-26,23:50:21,1.19,46.0,30.455584239386255,74.0,178.44,4.5,06:12:00,18:15:00
1474969526,09-26-2016,23:45:26,1.24,47.0,30.39503041525857,69.0,169.71,4.5,06:12:00,18:15:00
1474969225,2016-09-26,23:40:25,1.21,,30.44253564077615,67.0,172.56,3.37,06:12:00,18:15:00
1474968923,09-26-2016,23:35:23,1.21,,30.39299173026464,67.0,150.45,5.62,06:12:00,18:13:00
1474968621,09-26-2016,23:30:21,1.23,47.0,30.362696009302127,69.0,171.8,5.62,06:12:00,18:15:00
1474968321,2016-09-26,23:25:21,1.18,47.0,30.451953961780795,69.0,160.75,4.5,06:12:00,18:13:00
1474968023,09-26-2016,23:20:23,12.3,,30.503045653045557,71.0,124.19,2.25,06:12:00,18:15:00
1474967719,2016-09-26,23:15:19,1.19,47.0,30.338555891096536,70.0,150.78,4.5,06:12:00,18:13:00
1474967422,26/09/2016,23:10:22,1.24,,30.367950715069018,660.0,147.53,5.62,06:12:00,18:13:00
1474967119,09-26-2016,23:05:19,1.22,47.0,30.451715083539916,64.0,156.35,5.62,06:12:00,18:15:00
1474966828,2016-09-26,23:00:28,1.24,47.0,30.451307445712434,64.0,137.95,4.5,06:12:00,18:15:00
1474966519,2016-09-26,22:55:19,1.2,48.0,30.471681617068295,,158.9,4.5,06:12:00,18:15:00
1474966220,09-26-2016,22:50:20,1.21,,30.398799017022192,,111.83,2.25,06:12:00,18:15:00
1474965920,2016-09-26,22:45:20,1.19,48.0,30.398422906367852,,98.36,4.5,06:12:00,18:15:00
1474965619,26/09/2016,22:40:19,1.23,48.0,30.38983717844267,61.0,94.26,3.37,06:12:00,18:15:00
1474965323,09-26-2016,22:35:23,1.24,,30.37162204825326,60.0,170.29,3.37,06:12:00,18:13:00
1474965028,26/09/2016,22:30:28,1.25,,30.384577170085496,60.0,162.35,3.37,06:12:00,18:15:00
1474964746,09-26-2016,22:25:46,1.22,48.0,30.438777470464707,60.0,130.79,5.62,06:12:00,18:15:00
1474964422,26/09/2016,22:20:22,1.24,47.0,30.404342366235003,62.0,150.91,5.62,06:12:00,18:15:00
1474964123,09-26-2016,22:15:23,1.26,47.0,30.49514578286361,,151.1,6.75,06:12:00,18:15:00
1474963824,09-26-2016,22:10:24,1.26,47.0,30.48798511174114,68.0,176.98,5.62,06:12:00,18:15:00
1474963519,09-26-2016,22:05:19,1.21,48.0,30.384034691471108,67.0,161.98,,06:12:00,18:15:00
1474963221,26/09/2016,22:00:21,,48.0,30.37098590017206,66.0,155.13,4.5,06:12:00,18:15:00
1474962918,26/09/2016,21:55:18,1.24,,30.495178799055605,63.0,114.4,3.37,06:12:00,18:15:00
1474962619,26/09/2016,21:50:19,1.21,48.0,30.434081426759047,,75.79,3.37,06:12:00,18:15:00
1474962323,2016-09-26,21:45:23,1.23,49.0,,57.0,48.5,,06:12:00,18:15:00
1474962024,09-26-2016,21:40:24,1.21,49.0,30.5660470278263,56.0,99.45,3.37,06:12:00,18:15:00
1474961418,26/09/2016,21:30:18,1.2,49.0,30.49285035823801,56.0,154.74,1.12,06:12:00,18:15:00
1474961123,26/09/2016,21:25:23,1.19,48.0,30.468228177630962,55.0,162.28,3.37,06:12:00,18:15:00
1474960821,2016-09-26,21:20:21,1.23,48.0,30.415213054440787,56.0,150.34,5.62,06:12:00,18:13:00
1474960520,09-26-2016,21:15:20,1.23,48.0,30.38321116685149,,172.26,4.5,06:12:00,18:15:00
1474960222,09-26-2016,21:10:22,1.21,48.0,30.42611671564383,56.0,149.16,3.37,06:12:00,18:15:00
1474959926,2016-09-26,21:05:26,1.21,48.0,30.333734874053214,57.0,138.9,3.37,06:12:00,18:15:00
1474959619,2016-09-26,21:00:19,1.24,,30.424243216148536,57.0,100.12,3.37,06:12:00,18:15:00
1474959324,09-26-2016,20:55:24,1.24,49.0,30.470113061095397,56.0,126.17,4.5,06:12:00,18:15:00
1474959024,26/09/2016,20:50:24,1.24,49.0,30.486655002929304,56.0,111.95,12.37,06:12:00,18:15:00
1474958719,09-26-2016,20:45:19,1.21,49.0,30.457672806376404,56.0,118.15,10.12,06:12:00,18:15:00
1474958420,26/09/2016,20:40:20,1.2,49.0,30.50853114772635,56.0,105.61,11.25,06:12:00,18:15:00
1474958124,2016-09-26,20:35:24,1.24,49.0,30.45473563165107,57.0,136.74,9.0,06:12:00,18:13:00
1474957835,09-26-2016,20:30:35,1.19,49.0,30.39992566090803,,111.24,5.62,06:12:00,18:15:00
1474957526,09-26-2016,20:25:26,1.23,49.0,30.356349844975085,58.0,148.46,4.5,06:12:00,18:15:00
1474957219,09-26-2016,20:20:19,1.24,49.0,30.355086177926356,58.0,147.39,9.0,06:12:00,18:13:00
1474956920,2016-09-26,20:15:20,1.2,49.0,,61.0,169.58,4.5,06:12:00,18:15:00
1474956621,26/09/2016,20:10:21,,49.0,30.37619053394433,63.0,154.28,2.25,06:12:00,18:15:00
1474956322,09-26-2016,20:05:22,1.22,49.0,30.41287192516087,65.0,163.41,6.75,06:12:00,18:15:00
1474956020,2016-09-26,20:00:20,1.24,49.0,30.33323666080411,66.0,77.55,10.12,06:12:00,18:15:00
1474955721,2016-09-26,19:55:21,1.24,49.0,30.456120087486916,66.0,134.67,4.5,06:12:00,18:15:00
1474955431,26/09/2016,19:50:31,1.22,49.0,30.395695057418205,66.0,140.94,9.0,06:12:00,18:15:00
1474955119,09-26-2016,19:45:19,1.24,49.0,,67.0,142.52,10.12,06:12:00,18:15:00
1474954822,2016-09-26,19:40:22,1.21,49.0,30.4220920968594,67.0,107.91,9.0,06:12:00,18:15:00
1474954519,2016-09-26,19:35:19,1.21,,30.36321996549892,68.0,136.67,4.5,06:12:00,18:15:00
1474954220,09-26-2016,19:30:20,1.2,49.0,30.389773963104613,68.0,116.51,5.62,06:12:00,18:15:00
1474953923,2016-09-26,19:25:23,1.21,,30.405514169389274,,84.75,6.75,06:12:00,18:15:00
1474953624,2016-09-26,19:20:24,1.21,49.0,30.404665271141212,69.0,124.03,4.5,06:12:00,18:15:00
1474953320,26/09/2016,19:15:20,1.23,49.0,30.506409711191143,,132.29,6.75,06:12:00,18:15:00
1474953021,09-26-2016,19:10:21,,,30.387061386520326,70.0,127.99,7.87,06:12:00,18:15:00
1474952727,2016-09-26,19:05:27,1.22,49.0,30.32143179363713,69.0,87.77,4.5,06:12:00,18:15:00
1474952421,09-26-2016,19:00:21,,49.0,30.382012654590856,68.0,107.19,9.0,06:12:00,18:15:00
1474952125,26/09/2016,18:55:25,,49.0,30.398104280154968,,100.35,4.5,06:12:00,18:13:00
1474951819,2016-09-26,18:50:19,1.23,50.0,30.374990758865543,68.0,64.43,4.5,06:12:00,18:15:00
1474951520,09-26-2016,18:45:20,,50.0,30.396334237906395,69.0,327.69,4.5,06:12:00,18:15:00
1474951220,26/09/2016,18:40:20,1.22,50.0,30.471642274177114,70.0,81.45,5.62,06:12:00,18:15:00
1474950920,2016-09-26,18:35:20,1.22,50.0,30.43042444527968,73.0,49.53,2.25,06:12:00,18:15:00
1474950619,09-26-2016,18:30:19,1.22,50.0,30.33785282159771,75.0,104.11,6.75,06:12:00,18:15:00
1474950322,09-26-2016,18:25:22,,50.0,30.345711429323302,78.0,58.86,11.25,06:12:00,18:15:00
1474950020,2016-09-26,18:20:20,,50.0,30.415447842325065,80.0,68.68,4.5,06:12:00,18:13:00
1474949720,2016-09-26,18:15:20,5.31,50.0,30.47859410554341,81.0,67.66,4.5,06:12:00,18:15:00
1474949419,2016-09-26,18:10:19,7.65,51.0,30.40741824980053,84.0,79.54,6.75,06:12:00,18:15:00
1474949121,2016-09-26,18:05:21,,52.0,30.34226539450671,84.0,86.63,4.5,06:12:00,18:15:00
1474948824,2016-09-26,18:00:24,19.49,52.0,30.346208909579687,86.0,128.64,5.62,06:12:00,18:15:00
1474948521,2016-09-26,17:55:21,,,30.368528380724708,87.0,88.1,4.5,06:12:00,18:15:00
1474948219,09-26-2016,17:50:19,,530.0,30.33199411774008,86.0,85.26,4.5,06:12:00,18:15:00
1474947921,09-26-2016,17:45:21,50.53,53.0,30.39912509532503,84.0,45.16,4.5,06:12:00,18:15:00
1474947620,26/09/2016,17:40:20,69.38,53.0,30.389357360955447,86.0,85.51,3.37,06:12:00,18:15:00
1474947319,2016-09-26,17:35:19,112.88,53.0,,,24.05,7.87,06:12:00,18:15:00
1474947022,09-26-2016,17:30:22,191.21,53.0,30.450141371076406,86.0,1.09,5.62,06:12:00,18:15:00
1474946720,26/09/2016,17:25:20,158.22,54.0,30.37275800906943,86.0,42.52,13.5,06:12:00,18:13:00
1474946419,2016-09-26,17:20:19,267.71,54.0,30.29208922882111,85.0,94.13,2.25,06:12:00,18:13:00
1474946119,26/09/2016,17:15:19,225.93,55.0,30.447822181334285,84.0,48.11,6.75,06:12:00,18:15:00
1474945822,26/09/2016,17:10:22,3092.7999999999997,55.0,30.368287621393254,83.0,36.69,4.5,06:12:00,18:15:00
1474945521,09-26-2016,17:05:21,,55.0,30.457299765900988,82.0,14.8,10.12,06:12:00,18:15:00
1474945227,2016-09-26,17:00:27,296.86,56.0,30.29090270781518,83.0,44.17,7.87,06:12:00,18:15:00
1474944932,09-26-2016,16:55:32,202.95,56.0,30.33384752187943,82.0,8.3,11.25,06:12:00,18:15:00
1474944618,2016-09-26,16:50:18,325.99,,30.32451454376901,770.0,4.26,5.62,06:12:00,18:15:00
1474944322,26/09/2016,16:45:22,347.04,57.0,30.388039783748756,74.0,0.11,6.75,06:12:00,18:15:00
1474944020,09-26-2016,16:40:20,,57.0,30.32746734443732,73.0,89.46,4.5,06:12:00,18:15:00
1474943723,26/09/2016,16:35:23,390.71,57.0,30.350196210847855,690.0,353.86,3.37,06:12:00,18:15:00
1474943419,09-26-2016,16:30:19,411.99,57.0,30.455378453717618,74.0,339.56,9.0,06:12:00,18:15:00
1474943119,26/09/2016,16:25:19,432.21,57.0,30.354840243504494,75.0,13.27,9.0,06:12:00,18:15:00
1474942821,26/09/2016,16:20:21,452.75,57.0,30.326903895829187,76.0,39.79,6.75,06:12:00,18:15:00
1474942522,09-26-2016,16:15:22,472.99,57.0,30.43983496100824,77.0,86.57,5.62,06:12:00,18:15:00
1474942219,2016-09-26,16:10:19,495.46,58.0,30.44908297385203,72.0,49.65,6.75,06:12:00,18:15:00
1474941620,2016-09-26,16:00:20,536.83,58.0,30.31710092392649,71.0,49.23,5.62,06:12:00,18:15:00
1474941322,09-26-2016,15:55:22,554.43,58.0,30.403511971819857,72.0,352.07,6.75,06:12:00,18:15:00
1474941019,2016-09-26,15:50:19,525.69,58.0,30.451958589069108,75.0,84.17,3.37,06:12:00,18:15:00
1474940721,26/09/2016,15:45:21,609.48,,30.413190081553456,,35.28,4.5,06:12:00,18:15:00
1474940419,2016-09-26,15:40:19,613.63,58.0,30.389890170826995,76.0,61.81,6.75,06:12:00,18:15:00
1474940125,2016-09-26,15:35:25,634.57,58.0,30.362349790624986,70.0,71.06,6.75,06:12:00,18:15:00
1474939824,09-26-2016,15:30:24,652.9,58.0,30.35000186345353,74.0,15.15,12.37,06:12:00,18:15:00
1474939520,26/09/2016,15:25:20,,58.0,30.39379690426989,78.0,73.79,10.12,06:12:00,18:15:00
1474939225,2016-09-26,15:20:25,693.57,58.0,30.35786949512541,79.0,33.35,3.37,06:12:00,18:15:00
1474938922,26/09/2016,15:15:22,702.59,58.0,30.371184022547766,78.0,59.84,9.0,06:12:00,18:15:00
1474938624,09-26-2016,15:10:24,7878.0,,30.341620841507083,79.0,33.49,12.37,06:12:00,18:15:00
1474938318,26/09/2016,15:05:18,860.9,58.0,30.380429989944172,79.0,35.6,14.62,06:12:00,18:13:00
1474938019,09-26-2016,15:00:19,762.08,59.0,30.471566778843226,79.0,31.03,7.87,06:12:00,18:15:00
1474937719,2016-09-26,14:55:19,,58.0,30.407038632384836,77.0,347.59,7.87,06:12:00,18:15:00
1474937421,2016-09-26,14:50:21,444.61,59.0,30.39890290270697,800.0,353.76,12.37,06:12:00,18:13:00
1474937120,26/09/2016,14:45:20,821.37,59.0,30.435142439178147,76.0,18.0,9.0,06:12:00,18:15:00
1474936825,09-26-2016,14:40:25,842.99,59.0,30.447429736301586,75.0,31.57,7.87,06:12:00,18:15:00
1474936518,09-26-2016,14:35:18,948.23,59.0,30.404295943205973,74.0,83.27,6.75,06:12:00,18:15:00
1474936223,26/09/2016,14:30:23,888.36,59.0,30.382094993016086,73.0,95.76,5.62,06:12:00,18:15:00
1474935920,26/09/2016,14:25:20,864.97,59.0,30.367565042515945,72.0,30.95,5.62,06:12:00,18:15:00
1474935621,09-26-2016,14:20:21,880.19,59.0,30.4114161385806,76.0,304.89,2.25,06:12:00,18:15:00
1474935319,2016-09-26,14:15:19,10670.4,59.0,30.344118623767702,73.0,36.41,,06:12:00,18:15:00
1474935022,26/09/2016,14:10:22,968.2,59.0,30.39532415986433,72.0,5.49,11.25,06:12:00,18:15:00
1474934721,26/09/2016,14:05:21,1024.14,59.0,30.4766609238451,,71.04,9.0,06:12:00,18:15:00
1474934424,09-26-2016,14:00:24,1048.97,59.0,30.334762718378876,72.0,77.04,4.5,06:12:00,18:15:00
1474934121,26/09/2016,13:55:21,620.78,590.0,30.309884313028395,73.0,24.58,7.87,06:12:00,18:15:00
1474933821,26/09/2016,13:50:21,961.91,59.0,30.36735557772987,72.0,24.29,9.0,06:12:00,18:15:00
1474933518,2016-09-26,13:45:18,955.07,,30.490726357671136,72.0,58.61,3.37,06:12:00,18:13:00
1474933219,2016-09-26,13:40:19,967.77,60.0,,68.0,37.38,13.5,06:12:00,18:13:00
1474932918,09-26-2016,13:35:18,975.64,59.0,30.403280760006428,66.0,329.58,,06:12:00,18:15:00
1474932622,2016-09-26,13:30:22,980.12,,30.41502916501281,67.0,32.33,7.87,06:12:00,18:15:00
1474932325,09-26-2016,13:25:25,987.8,60.0,30.400269413251287,68.0,39.69,7.87,06:12:00,18:15:00
1474932021,2016-09-26,13:20:21,995.35,60.0,30.43390596897182,68.0,359.92,3.37,06:12:00,18:15:00
1474931725,2016-09-26,13:15:25,1000.47,,30.483413525588972,,87.75,9.0,06:12:00,18:15:00
1474931423,2016-09-26,13:10:23,,60.0,30.341096858381764,69.0,14.71,15.75,06:12:00,18:15:00
1474931119,09-26-2016,13:05:19,1013.84,60.0,30.475678539508213,69.0,6.91,11.25,06:12:00,18:15:00
1474930821,09-26-2016,13:00:21,1017.12,60.0,30.416858648870697,68.0,75.81,12.37,06:12:00,18:15:00
1474930520,09-26-2016,12:55:20,1026.57,60.0,30.395071764551155,,34.13,11.25,06:12:00,18:13:00
1474930220,2016-09-26,12:50:20,1033.68,600.0,30.428562636797558,66.0,339.4,4.5,06:12:00,18:15:00
1474929925,09-26-2016,12:45:25,10306.099999999999,60.0,30.374463070990327,,13.74,,06:12:00,18:15:00
1474929627,2016-09-26,12:40:27,,60.0,30.358471349907365,61.0,341.03,9.0,06:12:00,18:15:00
1474929321,26/09/2016,12:35:21,,60.0,30.530467438012984,62.0,43.27,,06:12:00,18:15:00
1474929021,09-26-2016,12:30:21,1040.64,60.0,30.46470791735385,,14.64,11.25,06:12:00,18:13:00
1474922719,09-26-2016,10:45:19,959.96,59.0,30.34867974371104,65.0,22.24,10.12,06:12:00,18:15:00
1474922425,2016-09-26,10:40:25,,59.0,30.505867548533757,66.0,29.58,5.62,06:12:00,18:15:00
1474922119,26/09/2016,10:35:19,941.06,58.0,30.405072490493076,66.0,101.13,6.75,06:12:00,18:13:00
1474921822,09-26-2016,10:30:22,,,30.338961019822705,72.0,77.44,7.87,06:12:00,18:15:00
1474921522,09-26-2016,10:25:22,918.87,59.0,30.468276265353808,70.0,27.55,2.25,06:12:00,18:15:00
1474921220,09-26-2016,10:20:20,,59.0,30.44753617466045,69.0,53.74,12.37,06:12:00,18:15:00
1474920929,09-26-2016,10:15:29,898.27,59.0,30.43548098731978,60.0,49.31,9.0,06:12:00,18:13:00
1474920619,09-26-2016,10:10:19,883.91,59.0,30.394374094756422,58.0,96.26,4.5,06:12:00,18:15:00
1474920332,09-26-2016,10:05:32,874.06,59.0,30.48780288703315,,75.7,9.0,06:12:00,18:15:00
1474920022,09-26-2016,10:00:22,860.54,58.0,30.509086254372697,66.0,80.37,3.37,06:12:00,18:15:00
1474919723,2016-09-26,09:55:23,847.84,58.0,30.483511297993758,65.0,143.21,6.75,06:12:00,18:15:00
1474919419,2016-09-26,09:50:19,833.84,57.0,30.495248411574316,72.0,87.81,6.75,06:12:00,18:15:00
1474919118,2016-09-26,09:45:18,821.11,57.0,30.46164346224026,69.0,91.0,3.37,06:12:00,18:15:00
1474918826,2016-09-26,09:40:26,805.68,58.0,30.509885631317328,65.0,2.38,4.5,06:12:00,18:15:00
1474918520,09-26-2016,09:35:20,791.78,570.0,30.384747221245195,66.0,61.29,10.12,06:12:00,18:15:00
1474918220,09-26-2016,09:30:20,774.42,57.0,30.432247054844286,67.0,336.17,4.5,06:12:00,18:15:00
1474917926,09-26-2016,09:25:26,,57.0,30.452734688515406,,61.23,10.12,06:12:00,18:15:00
1474917622,09-26-2016,09:20:22,738.7,57.0,30.4844852911294,70.0,91.96,4.5,06:12:00,18:15:00
1474917323,09-26-2016,09:15:23,,,30.469440915974083,,92.37,10.12,06:12:00,18:15:00
1474917026,26/09/2016,09:10:26,707.22,58.0,30.464264051439066,60.0,339.69,9.0,06:12:00,18:15:00
1474916720,2016-09-26,09:05:20,687.0,57.0,30.40088780370153,66.0,82.98,9.0,06:12:00,18:15:00
1474916419,09-26-2016,09:00:19,6660.299999999999,57.0,30.511959336939427,69.0,87.03,7.87,06:12:00,18:15:00
1474916124,2016-09-26,08:55:24,650.38,57.0,30.458947481486266,73.0,65.74,7.87,06:12:00,18:15:00
1474915820,09-26-2016,08:50:20,629.99,57.0,30.472679178384166,78.0,51.39,7.87,06:12:00,18:15:00
1474915521,2016-09-26,08:45:21,610.68,560.0,30.43414321706461,80.0,123.21,3.37,06:12:00,18:15:00
1474915223,26/09/2016,08:40:23,591.88,56.0,30.48078390049124,81.0,43.31,4.5,06:12:00,18:15:00
1474914927,26/09/2016,08:35:27,571.85,55.0,30.459624555093317,85.0,55.73,3.37,06:12:00,18:15:00
1474914620,09-26-2016,08:30:20,553.27,54.0,30.57694678636324,88.0,155.97,11.25,06:12:00,18:15:00
1474914324,26/09/2016,08:25:24,532.1,53.0,30.444630003865203,91.0,134.67,5.62,06:12:00,18:15:00
1474914023,26/09/2016,08:20:23,588.1,53.0,30.43063581175025,92.0,132.41,3.37,06:12:00,18:15:00
1474913722,09-26-2016,08:15:22,553.49,53.0,30.43087210300695,,142.06,7.87,06:12:00,18:15:00
1474913423,09-26-2016,08:10:23,193.16,52.0,30.40241378579992,97.0,142.73,10.12,06:12:00,18:15:00
1474913122,26/09/2016,08:05:22,454.87,52.0,30.502867993370643,98.0,176.52,3.37,06:12:00,18:15:00
1474912821,2016-09-26,08:00:21,296.19,51.0,30.47713625172473,98.0,123.01,7.87,06:12:00,18:15:00
1474912522,26/09/2016,07:55:22,,51.0,30.39248060476908,98.0,110.13,6.75,06:12:00,18:15:00
1474912220,26/09/2016,07:50:20,184.3,50.0,30.34447025484728,,175.55,6.75,06:12:00,18:15:00
1474911926,09-26-2016,07:45:26,214.77,500.0,30.55482878475425,960.0,121.84,7.87,06:12:00,18:15:00
1474911621,2016-09-26,07:40:21,169.58,,30.45905217503931,95.0,172.34,5.62,06:12:00,18:15:00
1474911319,2016-09-26,07:35:19,144.69,50.0,30.412131723642627,93.0,122.94,6.75,06:12:00,18:15:00
1474911021,2016-09-26,07:30:21,102.42,50.0,30.365990738603934,,142.96,12.37,06:12:00,18:15:00
1474910725,09-26-2016,07:25:25,87.87,50.0,30.455088655765923,90.0,128.05,9.0,06:12:00,18:15:00
1474910425,2016-09-26,07:20:25,90.67,50.0,30.47803016412946,87.0,138.73,7.87,06:12:00,18:15:00
1474910123,2016-09-26,07:15:23,57.54,49.0,30.411509149957357,86.0,155.19,4.5,06:12:00,18:15:00
1474909821,2016-09-26,07:10:21,,49.0,30.417510601776836,,117.95,4.5,06:12:00,18:15:00
1474909520,2016-09-26,07:05:20,21.82,48.0,30.43810633622366,90.0,173.65,4.5,06:12:00,18:15:00
1474909218,2016-09-26,07:00:18,20.13,480.0,30.409139084473313,91.0,137.57,7.87,06:12:00,18:15:00
1474908920,09-26-2016,06:55:20,19.27,48.0,30.449702875113307,91.0,82.6,9.0,06:12:00,18:15:00
1474908618,2016-09-26,06:50:18,,48.0,30.384899391610684,92.0,191.87,5.62,06:12:00,18:13:00
1474908320,2016-09-26,06:45:20,17.71,48.0,30.315270880679787,92.0,143.43,9.0,06:12:00,18:15:00
1474908021,2016-09-26,06:40:21,16.24,48.0,30.52415097170273,91.0,108.21,7.87,06:12:00,18:15:00
1474907721,09-26-2016,06:35:21,14.94,48.0,30.456907187366916,90.0,148.32,5.62,06:12:00,18:15:00
1474907422,2016-09-26,06:30:22,13.67,47.0,30.365495806071785,,102.68,4.5,06:12:00,18:13:00
1474907123,2016-09-26,06:25:23,11.69,47.0,30.40203071750095,92.0,137.64,9.0,06:12:00,18:15:00
1474906820,09-26-2016,06:20:20,9.61,47.0,30.32631141314412,93.0,173.3,3.37,06:12:00,18:15:00
1474906521,26/09/2016,06:15:21,7.41,47.0,30.353471192399663,95.0,178.08,10.12,06:12:00,18:15:00
1474906222,2016-09-26,06:10:22,5.17,46.0,30.328939338329153,96.0,158.52,10.12,06:12:00,18:15:00
1474905923,2016-09-26,06:05:23,3.27,,30.422957326582182,96.0,155.62,11.25,06:12:00,18:15:00
1474905619,09-26-2016,06:00:19,1.76,,30.400715675856684,96.0,150.39,12.37,06:12:00,18:15:00
1474905319,2016-09-26,05:55:19,1.26,47.0,30.373215578935135,96.0,176.76,11.25,06:12:00,18:15:00
1474905021,26/09/2016,05:50:21,1.25,47.0,30.410619796285705,96.0,171.21,9.0,06:12:00,18:15:00
1474904721,09-26-2016,05:45:21,1.18,47.0,30.42665680705431,,159.35,10.12,06:12:00,18:15:00
1474904418,26/09/2016,05:40:18,1.2,47.0,30.502060856792806,96.0,120.85,9.0,06:12:00,18:15:00
1474904123,2016-09-26,05:35:23,1.23,47.0,30.427140070606505,95.0,144.56,7.87,06:12:00,18:15:00
1474903820,09-26-2016,05:30:20,1.2,47.0,30.414458011249078,,151.67,10.12,06:12:00,18:15:00
1474903524,26/09/2016,05:25:24,1.22,46.0,30.315299569237226,91.0,168.61,9.0,06:12:00,18:13:00
1474903222,09-26-2016,05:20:22,,46.0,30.430713737706657,90.0,175.02,9.0,06:12:00,18:15:00
1474902922,26/09/2016,05:15:22,1.24,46.0,30.39141848166475,87.0,161.02,10.12,06:12:00,18:15:00
1474902621,2016-09-26,05:10:21,1.2,46.0,30.407080383090065,82.0,173.14,4.5,06:12:00,18:15:00
1474902326,26/09/2016,05:05:26,1.23,46.0,30.460039077669723,710.0,187.7,9.0,06:12:00,18:15:00
